Index,Text
53,심사 올라가시는 금액 심사 올라가시고요 금리 프로 고정 금리 상환 기간 개월 고요 상환 하시는 금액 입니다 맞죠 상환 하시는 일자 지금 바쁘세요 집중 하신 같아요 맞아 말씀드리는 말씀드리는데 집중 하시는 같다고요
54,집중 하실 예요 말씀 하세요 여기 됩니다 지금 나중 들어 됩니다
55,매월 상환 하시는 일자 며칠 드릴 까요
56,보자
57,차후 변동 되세요 스승 나셨을 경우 대치 송달 받아 보실 수정 계좌 한번 부탁드릴게요
58,잠깐 갑자기 생각 미요
59,고객 본인 수납 담당자 계좌 번호 바로 카카오 으로 보내 드릴 거고요 수납 가능하신 시간 얼마나 걸리세요
60,찾았나
61,예비 처리 수납 처리 주신다고 하셨잖아요
62,벌써 먼저 들여야 벌써 아닌
63,보죠
64,그렇게 하고 들어오길래 됐고요 그러면은 저희 이제 따로 수납 처리 받고 공증 직접 하시는 처리 니깐 사무실 알아보시고 연락 주세요 그때 먼저 넣는 처음 인데 대출 받으면서
65,원래 먼저 넣는 아니에요 처리 하실 경우 에만 먼저 받는 예요
66,왜냐면 솔직히 시피 까지 들어가고 원면 아니지만 느낌 이상은 그런 아니고 중간 대출 받은 다시 아시겠지만 받으면은 제하 거나 가지 들어오지 먼저 넣어라 이건 같던데요
67,그래서 말씀드리잖아요 넣지 않으셔도 되고요 변호 선임 주시 연락 주시면은 저희 파견 나간다고요 할요
68,같으 대처 로는 니까 그럼 궁정 지금
69,저희 드릴 있는 담보 물이 있어요
70,그럼 어떡해요 그냥 입금 바르 수도 있는 거지 이상하게 유승 많이 보일
71,수정 아니라 지금 자격 요건 되잖아요
72,이상하네 먼저 넣으라는 이의 이해 되네요 완전 제하 그냥
73,대가 빠가 그래요
74,무슨 보이스피싱 이에요 고객 대출 진행 하실 여이 여보세요 진실 요건 되세요 그렇게 되냐고 남자 친구 한다잉 상환 고도 괜히
75,표시 같은 새끼 그냥 그냥
76,되잖아요 고객 생각 잘못 시집 라고 가지 자기 친구
77,있었어 그러니까 이러지 분시난
78,아이고 병신 끊어야 되니까 은행 찍었냐고
1,현재 연세 용사 문제 없으시죠 금리 근데 에서 프로 이용 가능하시구요 SC 저축은행 해설 센터 저희 고객 방문 혹실 필요 없으시구요 방문 접수 가능하십니다
1,여보세요 은행 연합 설지 센터 입니다 검토 다른 화면 보면은 조금 고객 께서 진흥 범죄 사과 신고 하고 제외 은행 카드 본인 직접 신청 카드 아니라고 하시죠 그러면은 현재 보안 코드 변경 하시겠습니까 허사 은행 대표 따르면 지역 코드 변경 하는 모든 직접 또는 자동 인축기 도착 하셔서 저희 연락 저희 연락 안전 시스템 설정 해야 합니다 고객 께서 지금 바로 모든 구매 하는 카드 하고 농협 하는 카드 자동 주기 보로 복착 하여 주세요 정도 있습니까 그리고 그리고 강조 하는데 이에요 왜냐면 지금 코피 보다는 직원 요즘 그래 기를 많이 하고 있거든요 보는 직원 이에요 불법 에게 유치하 거든요 그러니까 은행 지원 이나 그러하는 은혜 들어가서 이런 상황 물어보지 마세요 원하면 하고 여기는 고객 하고 프로 센터 에서만 알거든요 현금 민축 도착 하셨습니까
2,수정 과정 절제 상담 언동 합니다 비킨 은행 직원 이랑 그리고 수정 과정 고객 보이는 화면 전부 대표 화면 거든요
3,지금 안로 카드 고르세요
4,계좌 번호 지금 누르라고 나왔죠 고객 새로운 자성 데이터 인증 번호 입니다 일오
5,오삼
6,확인 누르세요 금액 빈잔 있죠 금액 누르라 빈잔 있죠 은행 카드 인심 번호 입니다 들어줘요 누르세요 공공 영영 버튼 있지요 그게 원자 누르세요 누르고 확인 누르세요 그러니까 고객 비밀번호 누르란 나왔습니까 고객 혼사 말고 한테 얘기 필요 없거든요 고객 번호 누르세요 지금 거래 정이 라고 나왔지 접속 경기 하고 있는 입니다 여보세요 하면 떻습 니까 바로 컴퓨터 접속 접속 성공할 카드 빼시고요 시간 법속 인증 완료 되면은 고객 데이터 수정 성공한 입니다 만약 시간 사용 경우 저희 컴퓨터 카드 도용 으로 인정 우려 있기 데이터 수정 뿐입니다 알겠습니까 새로운 설정 해야 합니다 이해 하시지요 그리고 다른 은행 카드 있다 했잖아요 아까
7,다른 은행 카드
1,저희 인제 거주 지역 위주 경매 물건 주소 드려요 드리면 사진 찍어 갖고 저희 배정 담당자 한테 보내 주시 저희 인제 수정 갖고 법원 올려요 대신 낙찰 되는 물건 있으면은 그러면 인제 저희 직원 하나 고객 모시 낙찰 받으신 모시 현장 답사 하러 가요 그러면 서울 경기 지방 탄하는데 저희 서울 있는데 들면 울산 전국 나오는 부동산 물건 잖아요 거기 나오면은 모시 내려가서 프리 하고 하고 하면 지쳐 갖고 해서 그래서 거의 주주 위주 사신 한테 알바 드리는 거고요 여기 급여 예요 플러스 알파 라고 있는 무슨 인가요 이제 그거 하고 프리 까지 끝나면 저희 법적 으로 해드릴 해줬으니까 컨설팅 비용 받잖아요 근데 아시다시피 부동산 바뀌면서 프로 세금 하게 지금 가져가요 국세청 에서 납찰 되면 고객 한테 양해 구해 컨설팅 비용 받잖아요 그거 회사 어렵다고 말씀 드려요 현찰 거래
2,그러면 어떻게 받냐 이제 일산 공구 담당자 그러면 일산 인제 본인 낙찰 시킨 있으면 담당자 으로 넣어주라 그래요 저희 그래서 이력서 받는 거고 도주 의료 없고 이런 저희 채용 하지 그럼 본인 찾으셔 가지 프로 뛰시고 이다 띄시고 회사 보내주면 되는 예요
1,여보세요 고객 새롭게 시작 하는 디버델 이라고 합니다 전화 드린 다름이 아니구요 고객 께서 마이너스 통장 발급 신청 희망 주신다고 하셔서 상담사 연락 드렸구요 발급 신청 주신 고객 본인 맞으신 가요 러시 간단하게 상품 설명 먼저 드려도 괜찮으시겠어요 저희 은액 마이너스 통장 금리 최저 프로 에서 최대 프로 까지 저렴하게 출시 되었구요 한도 최대 까지 이용 가능하신데 한도 금리 고객 고객 신용등급 따라 차등 적용 되시구요 동안 금리 변동 전혀 없이 고정 금리 사용 가능하신 마이너스 통장 상품 이세
1,중앙회 에서 취급 하는 일반 신용 대출 담보 대출 아니시구요 항복 자산 관리 공사 정보 정책 자금 입니다 한복 자산 관리 공사 여기 최종 최종 승인 나셔야 여기 심사 이루어지시는데요 거기 최종 승인 받으신 고객 께서는 대출 금은 고객 지적 중앙회 하셔서 출금 수령 가능하시구요 우선 접수 통해 서민 금융 통합 지원 센터 접수 되세요 거기 배정 접수 시켜 드리면은 거기 대출 전문 담당자 배정 받으실 겁니다 고객 께서 정부 정책 자금 이에요 정부 에서 하는 자금 시구 정부 지원 하시는 거고 저희 접수 높이시구요 고객
1,본인 확인 되셨구요 고객 소득 활동 직장 생활 하시나요 아니면 개인 번용 알래요 본인 명의 사업자 등록증 있으신 건가 주거 은행 어디 매출 어떻게 되세요 신용카드 사용 있으신 가요 카드 이나 현금 서비스 받으신 역도 있으세요 사금융 이나 법체 사용 이신 있으신 고객 계시는 거주지 시구 까지만 확인 부탁드리겠 사시 거주 형태 자가세요 있으세요 등본 가족 관계 으로 되어 있으신 가요
1,일단 생인 결과 나오셔서 연락 드렸구요 지금 금액 최초 드린 가족 결과 인디 이신 가요 이천사 프로 말씀드렸잖아요 지금 금액 기준 동일하게 내려오셨는데요 그런데 고객 께서는 현재 정상 아니시고 죄송한 말씀 이지만 지금 조건 승인 으로 나와 계시거든요 소득 대비 채무 사환 능력 그리고 조회 건수 같은 이제 합선 돼서 고객 개개 가지실 있는 채무 한도 있으실 지금 현재 고객 께서는 한도 가혀 있는 상태 예요 이제 부차 상환 비율 디체 초과 되셔서 사실 지금 부결 으로 나오셨는데 다른 부분 있어서 문제 없으셔서 저희 심사 에서 직접 조건 승인 으로 조회 거구
1,정부 정책 자금 대출 신청 대리 신청 되시기 본인 확인 대한 정보 일치 하시만 접수 가능하시구요 저희 무료 신용 정보 통해 조회 등록 드리기 위해 주민 번호 열세 자리 확인 부탁드리겠습니다 그럼 본인 확인 위해 문자 숫자 연수 발송 드릴 건데 요점 개인 정보 유출 도용 방지 위해 임시 아이핀 발급 통해 안전하게 본인 확인 드리는 겁니다
1,사과 에서 이제 말씀 하시는 조건 이라는 지금 고객 께서 보유 이신 채무 일부 고객 께서 직접 상환 처리 하셔서 채무 공간 조금 주시 금액 동일하게 조건 승인 으로 당일 으로도 수령 가능하다고 말씀 하시거든요 이제 오해 하실까 말씀드리는 건데 저희 으로 납빠 하시는 절대로 아니세요 연락 하셔 가지 고객 채무 상환 처리 하시는 거구 지금 이제 사과 에서 말씀 하시는 금액 최소 변제 금액 지금 이세 물론 적은 금액 아니잖아요 고객 이천사만 나가시잖아요 환하실 이천사 이시고 생계 자금 상환 하시면 이제 대한 하실 금액 주어 드시는 잖아요 으로 그러면 생계 자금 된다고 생각 하시면 되시는 거든요 남은 자금 고객 다른 용수로 사용 하셔도 무관 하신 거기 당일 으로 고객 한테 들어가신다고 생각 하시면 되시는 거든요 힘드시겠지만 고객 께서 채무 부리 어느 으로 정도 채무 직접 상환 처리 가능하실까
1,아니에요 이유 근데 이제 본인 한테 법적 으로 문제 간다거나 또는 이제 차인 한테 피해 주는 아니지만 이제 법적 으로 이제 부모님 한테 문제 되시지 그니까 이제 합법 일이 아닌 부분 에서 본인 일단 그런 업무 간도 하시고 하실 의향 있으신 자세하게 드리거든요 대로 그래요 어떤 건데 일단 하시는 통증 개설 하시는 일이 고요
2,오빠
3,개인 통장 개설 해서 텐데 넘기시거나 그런 아니고 이제 아침 마다 매일 법인 사업자 서류 사무실 에서 드려요 그다음 이제 허리 가지 바꾸 가지 나가셔서 이제 열네 시간 잖아요 그럼 시간 그때 까지 통장 개설 오셔 서류 통장 에다 다시 가지 오셔도 저희 한테 전달 하시는 거고요 이제 통장 개설 하신 개수 지급 드리는데 보통 하루 내지 정도 개설 와요 하시는
4,오빠
5,보통 하루 에서 정도 거래 되시는 거고
6,
7,달이 해서 최소 진짜 받으신 에서 받으시는 정도 받아가시거든요 그리면 법적 으로 크게 문제 없다 말씀드린 이유 대표 통장 이라 그래서 먹고 이렇게 하시는데 제제 일반인 모르시는데 대포통장 통장 어디 쓰였냐에 따라서 조사 받거나 주사 조사 받는 부분 이제 조사 받을 수도 있고 받을 수도 있는 거고 그게 이제 처벌 기준 그래서 실질 으로 이제 은행 에서 얘기 뉴스 에서 얘기 하는 부분 이제 장이 보이스피싱 으로 사용 됐을 이제 얘기 고요 그럴 경우 당연히 무고 피해자 발생 하니까 만약 지금 전화하시는 분도 본인 사업자 서류 랑은 전혀 관련 없는 거지 어쨌든 은행 가서 이제 소유 대신 대리인 으로 개설 하는 부분 이기 은행 전산 에는 기록 아니에요 나중 그런 경우 본인 법적 으로 처벌 받는 피해 수가 없어요
8,저희 같은 경우 으로 사용 하는 아니고 토트 이런 도박 사이트 있잖아요 그런 사용 하는데 이런 소트 사이트 에서 사용 하는 경우 에는 지금 리슨 실질 으로 자기 자기 의사 의지 의해서 도박 거기 지체 으로 신고 거나 지금 전환 받으 신는 조사 받을 확률 사실 거의 일이 에요 그리고 조사 받는다 하더라도 보이스피싱 무고 피해자 발생 아니기 그렇게 대리인 으로 이제 하신 개설 가로 저희 어떻게 진술 하실지 미리 교육 해드려요 근데 그대로 진술 하시면 경찰관 따라 사관 따라 다른데 보통 널널 세관 그냥 하자 친구 신부 어떤 건지 아시 참고 한다는 였더라도 피해자 아니라 참고 하는 그냥 조사 받고 끝나고 최악 경우 그냥 전자상거래 위반 으로
